Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6901079965987728,0.5473448496481148,0.6971434419229865,0.5449989336745578,0:12:21,0:02:06
2,0.68963233817994,0.5481268216392995,0.695556085306486,0.5449989336745578,0:10:52,0:01:32
3,0.688929467891218,0.5508992677898643,0.6950680022810182,0.5449989336745578,0:10:51,0:01:32
4,0.6893336735419511,0.5502950167057666,0.6939572044007685,0.5449989336745578,0:10:50,0:01:32
5,0.6884971760081492,0.5511125328783695,0.6937887526748276,0.5449989336745578,0:10:52,0:01:32
6,0.6884620169836668,0.5500817516172619,0.6934722130754707,0.5449989336745578,0:10:51,0:01:32
7,0.6887309601513352,0.551076988696952,0.692391826720552,0.5449989336745578,0:10:51,0:01:32
8,0.6883410579056393,0.5511836212412045,0.6926758113154523,0.5449989336745578,0:10:50,0:01:32
9,0.6882189188742847,0.5511480770597867,0.6918771720741014,0.5449989336745578,0:10:50,0:01:32
10,0.688162081949389,0.5513257979668744,0.692054966170286,0.5449989336745578,0:10:51,0:01:32
11,0.688077352732884,0.5514324305111269,0.6918659099232899,0.5449989336745578,0:10:50,0:01:32
12,0.6880656191219168,0.5513257979668744,0.69155312106919,0.5449989336745578,0:10:50,0:01:32
13,0.6880655253612301,0.5513257979668744,0.6909791405431293,0.5449989336745578,0:10:51,0:01:32
14,0.6880659196111891,0.5513257979668744,0.6911644384941839,0.5449989336745578,0:10:51,0:01:32
15,0.6880745312175559,0.5513257979668744,0.6906118561881365,0.5449989336745578,0:10:51,0:01:32
16,0.6878896621174079,0.5512902537854568,0.6906166565929249,0.5449989336745578,0:10:57,0:01:33
17,0.6879520833199912,0.5513257979668744,0.6901588577607924,0.5449989336745578,0:10:51,0:01:32
18,0.687923647824013,0.5513613421482919,0.6898126480141589,0.5449989336745578,0:10:51,0:01:32
19,0.6879659854392045,0.5512902537854568,0.6894847460839509,0.5449989336745578,0:10:51,0:01:32
20,0.6879535669659114,0.5512902537854569,0.6892743829497144,0.5449989336745578,0:10:51,0:01:33
