Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.5375092584408596,0.7301663467690374,0.474362731304065,0.770078908082746,0:07:35,0:01:36
2,0.4213305954262495,0.8282682874813491,0.6082406080255234,0.7656856472595438,0:06:18,0:00:57
3,0.36541806212639805,0.8891199260681134,1.0367200306656348,0.7614203454894425,0:06:18,0:00:57
4,0.2846835742022911,0.9255527120210502,1.1584990661348034,0.7573683088078483,0:06:18,0:00:57
5,0.2273048663191699,0.9470391696879288,1.487332169479126,0.7545105566218803,0:06:18,0:00:56
6,0.18124274670576296,0.9609369446221705,1.6907175686593325,0.7528897419492431,0:06:19,0:00:56
7,0.14685032107700938,0.9685433994455135,1.685396587228761,0.746171891661336,0:06:18,0:00:56
8,0.11959656053592162,0.9766830169901218,1.9981721873569194,0.7473448496481144,0:06:18,0:00:56
9,0.08976240179561233,0.9827432999218043,2.1239019644286774,0.7426530177010023,0:06:18,0:00:56
10,0.08082533131068234,0.9836141323665332,2.16659601268488,0.7449989336745579,0:06:18,0:00:57
11,0.06690206040422608,0.9877017132295463,2.160807523364558,0.7465984218383458,0:06:18,0:00:56
12,0.05785026123457536,0.9875773085945846,2.1910749354256374,0.7403071017274474,0:06:18,0:00:56
13,0.048767444295034275,0.9902964384730222,2.2116234317197794,0.7429729153337602,0:06:18,0:00:57
14,0.04504938578918124,0.9918426103646835,2.3037599226406207,0.7391128172318197,0:06:18,0:00:56
15,0.03777115953341798,0.9920025591810634,2.4202686614550775,0.741799957346982,0:06:18,0:00:57
16,0.030975370712350927,0.9927489869908306,2.5529496052342444,0.7423331200682451,0:06:18,0:00:56
17,0.028271772103587653,0.9939930333404426,2.6235150875998086,0.7350607805502237,0:06:18,0:00:56
18,0.025724021162224858,0.9938153124333551,2.6650052831494495,0.7346342503732135,0:06:18,0:00:57
19,0.02253015214988728,0.9948460936944631,2.7349311445981224,0.7346342503732136,0:06:18,0:00:57
20,0.021903820892815798,0.9953792564157251,2.7476538632897243,0.7405203668159539,0:06:19,0:00:57
