Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6418699538909212,0.6618326579938862,0.6406279253277043,0.6419279164000848,0:11:42,0:01:51
2,0.6858019765333775,0.5554133788298856,0.6880290757671657,0.5505438259756884,0:11:42,0:01:48
3,0.6893100878734226,0.5478780123693743,0.6880835292054077,0.5505438259756884,0:11:43,0:01:48
4,0.689810074527372,0.5472737612852769,0.6880350259733902,0.5505438259756884,0:11:43,0:01:47
5,0.6889389918719458,0.5496196772588323,0.6881277105858596,0.5505438259756884,0:11:43,0:01:47
6,0.6889563613696555,0.5496552214402498,0.6882588383256054,0.5505438259756884,0:11:43,0:01:47
7,0.6891771075847078,0.5493353238074924,0.6880840983287082,0.5505438259756884,0:11:43,0:01:47
8,0.6886690776214388,0.5496552214402498,0.6880926265597572,0.5505438259756884,0:11:43,0:01:47
9,0.688660942826807,0.5496552214402498,0.6881427824764166,0.5505438259756884,0:11:43,0:01:48
10,0.6884735256757633,0.5495841330774147,0.68827236186825,0.5505438259756884,0:11:43,0:01:47
11,0.6885081333604595,0.5496552214402498,0.6881168082747334,0.5505438259756884,0:11:43,0:01:47
12,0.6883948187529088,0.5496552214402498,0.6882516037022084,0.5505438259756884,0:11:43,0:01:48
13,0.6885723502149356,0.5496552214402498,0.6882341171561794,0.5505438259756884,0:11:43,0:01:47
14,0.6884647313911387,0.5496552214402498,0.6880643837587694,0.5505438259756884,0:11:43,0:01:47
15,0.6883953228182924,0.5496552214402498,0.6880714239329767,0.5505438259756884,0:11:43,0:01:47
16,0.6884738965363969,0.5496552214402498,0.6880784640309144,0.5505438259756884,0:11:43,0:01:47
17,0.6884506722965025,0.5496552214402498,0.6880300493478317,0.5505438259756884,0:11:43,0:01:47
18,0.688435036024068,0.5496552214402498,0.6880304805376708,0.5505438259756884,0:11:43,0:01:47
19,0.6883587810016436,0.5496196772588323,0.6880410247251764,0.5505438259756884,0:11:43,0:01:47
20,0.6884040171771091,0.5496552214402498,0.6880555885843337,0.5505438259756884,0:11:43,0:01:48
