Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.5559337534464055,0.7307172815810085,0.6447433178025278,0.7396033269353807,0:11:32,0:01:51
2,0.45911901832138535,0.8105850572261403,0.5396927234038034,0.7675410535295378,0:11:31,0:01:46
3,0.3904203100456789,0.8703703703703829,0.6881115660762566,0.7561313712945199,0:11:31,0:01:46
4,0.3392806745769973,0.9043150636240953,0.8073908961112882,0.7613563659628924,0:11:31,0:01:46
5,0.2869164559196165,0.9280230326295669,1.0868234867504152,0.7583706547238231,0:11:31,0:01:46
6,0.23140605835882966,0.944622165351537,1.288999305104912,0.7546385156749844,0:11:31,0:01:46
7,0.19117925466895896,0.9580934101087698,1.4971545929244037,0.7529323949669443,0:11:33,0:01:46
8,0.15219444426505507,0.970000710883631,1.6339215814647547,0.7462145446790361,0:11:33,0:01:46
9,0.12569777352959305,0.9742304684723123,1.6160357957269391,0.7414160801876746,0:11:33,0:01:46
10,0.10358797248968404,0.9797753607734426,1.7862575895215496,0.738963531669866,0:11:33,0:01:46
11,0.08271436721109338,0.9832231463709408,1.9268636013335536,0.7424824056301994,0:11:33,0:01:47
12,0.07264144688399331,0.9854979739816614,2.005781233267509,0.7462145446790379,0:11:33,0:01:46
13,0.06200921292073688,0.9895144664818382,1.9043332992272226,0.7493068884623589,0:11:33,0:01:46
14,0.0512018793179438,0.9902964384730232,1.977399678419405,0.7446150565152483,0:11:33,0:01:46
15,0.0440535011351226,0.9926778986279955,2.0396632399675076,0.749626786095116,0:11:33,0:01:46
16,0.033102488601062255,0.994206298428948,2.086093802212643,0.7456813819577733,0:11:34,0:01:46
17,0.029319730613596162,0.9951304471458021,1.9231431041750482,0.7415227127319259,0:11:34,0:01:47
18,0.022437090450145556,0.9955925215042298,2.329973168081853,0.7452548517807636,0:11:33,0:01:46
19,0.018021873828378172,0.9970853771237653,2.2784321269014773,0.751013009170399,0:11:33,0:01:46
20,0.011373053470286571,0.9976540840264453,2.40416266335168,0.7504798464491367,0:11:33,0:01:46
