Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6909062113095688,0.5539560673917668,0.6884674573280227,0.5505438259756884,0:12:29,0:01:49
2,0.6899603276167324,0.5479135565507925,0.6880324853969093,0.5505438259756884,0:12:31,0:01:50
3,0.6894525890094585,0.5493708679889102,0.6882554994358593,0.5505438259756884,0:12:31,0:01:49
4,0.6892678752640057,0.5496196772588327,0.6880766040456654,0.5505438259756884,0:12:30,0:01:50
5,0.6890651597272971,0.5495841330774153,0.6880395264482163,0.5505438259756884,0:12:30,0:01:56
6,0.6890197701102306,0.5496196772588328,0.6881031366929136,0.5505438259756884,0:12:30,0:01:49
7,0.6888973382229133,0.5496196772588327,0.6880798624710478,0.5505438259756884,0:12:30,0:01:49
8,0.6888470488345605,0.5497263098030852,0.6881578854086761,0.5505438259756884,0:12:30,0:01:49
9,0.6888469058990885,0.5496552214402503,0.6880951492891659,0.5505438259756884,0:12:31,0:01:49
10,0.6888082591957008,0.5495130447145803,0.68803250762948,0.5505438259756884,0:12:31,0:01:50
11,0.688640027977709,0.5495841330774152,0.6882288859428997,0.5505438259756884,0:12:31,0:01:49
12,0.6886221398598453,0.5496552214402503,0.6881016796396393,0.5505438259756884,0:12:30,0:01:49
13,0.6884596226667387,0.5496552214402503,0.6882262416779804,0.5505438259756884,0:12:31,0:01:50
14,0.6885536483138018,0.5496196772588328,0.6883735336787565,0.5505438259756884,0:12:31,0:01:49
15,0.6885081093101314,0.5496196772588328,0.6883025500382358,0.5505438259756884,0:12:31,0:01:49
16,0.688459521279098,0.5496552214402503,0.6883137259281986,0.5505438259756884,0:12:31,0:01:49
17,0.6885143619123667,0.5496552214402503,0.6883085897086296,0.5505438259756884,0:12:31,0:01:50
18,0.6884148350832787,0.5496552214402503,0.6882033277152825,0.5505438259756884,0:12:30,0:01:49
19,0.6882461779507576,0.5496552214402503,0.688206641741159,0.5505438259756884,0:12:31,0:01:49
20,0.6883925868138293,0.5496552214402503,0.6880388477255882,0.5505438259756884,0:12:31,0:01:50
