Epoch,Training_Loss,Training_Accuracy,Validation_Loss,Validation_Accuracy,Training_Time,Validation_Time
1,0.6033141220099294,0.6988696950309246,0.6051179194252078,0.7356579227980385,0:22:49,0:03:28
2,0.6677356556575927,0.5910997369730567,0.6925328413569157,0.5505438259756884,0:22:52,0:03:28
3,0.6898088646318948,0.5478424681879572,0.6904976652817167,0.5505438259756884,0:22:51,0:03:28
4,0.6891558697150445,0.5471671287410249,0.6915708411525475,0.5505438259756884,0:22:50,0:03:28
5,0.6890333620412286,0.5473803938295299,0.6907362748016094,0.5505438259756884,0:22:50,0:03:28
6,0.6890987145491413,0.5485888959977251,0.6903800412164006,0.5505438259756884,0:22:51,0:03:28
7,0.6889246208984527,0.5485888959977249,0.6907655235978174,0.5505438259756884,0:22:50,0:03:28
8,0.6889020956561722,0.5493353238074918,0.6898820334646234,0.5505438259756884,0:23:03,0:03:29
9,0.688784194618025,0.5489798819933173,0.6910559062536756,0.5505438259756884,0:22:54,0:03:28
10,0.6886263410148653,0.5491220587189874,0.6904451825720945,0.5505438259756884,0:22:53,0:03:29
11,0.6887768950384038,0.5493353238074926,0.6900576396928105,0.5505438259756884,0:22:53,0:03:28
12,0.6886484008222837,0.5501883841615126,0.6896449657715976,0.5505438259756884,0:22:53,0:03:29
13,0.6887059216815593,0.5495841330774149,0.689518874414594,0.5505438259756884,0:22:54,0:03:29
14,0.6886055068589396,0.5494064121703274,0.68986291204289,0.5505438259756884,0:22:54,0:03:29
15,0.6885536791648303,0.5495485888959974,0.689791907923998,0.5505438259756884,0:22:54,0:03:29
16,0.6885438795841231,0.54965522144025,0.689349462378887,0.5505438259756884,0:22:54,0:03:29
17,0.6885140011066007,0.54965522144025,0.6889195294618149,0.5505438259756884,0:22:54,0:03:29
18,0.6885113021055755,0.54965522144025,0.6886327780368461,0.5505438259756884,0:22:54,0:03:29
19,0.688437883915945,0.54965522144025,0.6883355638421047,0.5505438259756884,0:22:54,0:03:29
20,0.6884114949350851,0.54965522144025,0.6881041380356918,0.5505438259756884,0:22:53,0:03:29
